genQ30	8	6	12.393820762634277
genQ13	32	6	10.113818168640137
genQ11	31	1	4.296680927276611
genQ28	8	6	15.533287048339844
genQ26	7	5	2.277589797973633
genQ19	5	6	8.942323684692383
genQ10	31	5	2.8642947673797607
genQ2	1	6	14.193923950195312
genQ20	5	3	11.238997459411621
genQ21	5	32	12.687076568603516
genQ6	2	5	18.15947723388672
genQ12	31	1	9.827909469604492
genQ22	6	7	7.250430107116699
genQ15	32	31	15.131063461303711
genQ17	4	6	13.599334716796875
genQ8	3	4	13.696904182434082
genQ25	7	5	14.906497955322266
genQ3	1	2	10.953176498413086
genQ9	3	5	-5.9661126136779785
genQ5	2	31	10.885173797607422
genQ23	6	31	9.740755081176758
genQ7	3	6	10.521966934204102
genQ24	6	3	8.451065063476562
genQ29	8	3	14.123350143432617
genQ18	4	8	13.663991928100586
genQ14	32	5	14.95667552947998
genQ1	1	31	15.873106002807617
genQ16	4	5	2.7407445907592773
genQ11	31	4	4.208719253540039
genQ2	1	3	11.625734329223633
genQ17	4	31	13.220849990844727
genQ19	5	7	1.921949028968811
genQ21	5	4	11.6407470703125
genQ30	8	5	5.20245361328125
genQ20	5	2	17.061931610107422
genQ3	1	5	13.526113510131836
genQ13	32	2	9.586722373962402
genQ6	2	31	7.21491003036499
genQ4	2	4	9.106266021728516
genQ18	4	32	15.11085319519043
